,model__C,Bag-of-Words,TF-IDF,Word2Vec,LDA
0,0.1,0.42806592416546285,0.42806592416546285,0.4283879853570893,0.43128394716539553
1,0.2,0.42806592416546285,0.42806592416546285,0.42902951882401064,0.43225116630680727
2,0.30000000000000004,0.42806592416546285,0.42806592416546285,0.4316070439235545,0.43096292154030164
3,0.4,0.42806592416546285,0.42806592416546285,0.4319291051151809,0.43096292154030164
4,0.5,0.4277438629738365,0.4280654063821966,0.4316070439235545,0.43160652614028827
5,0.6,0.4290315899570758,0.43128446494866185,0.4319291051151809,0.43160600835702195
6,0.7000000000000001,0.4303177635905163,0.43321476096535505,0.4316070439235545,0.4322496129570085
7,0.8,0.43611175834019394,0.4370743174322092,0.4316070439235545,0.43192858733191464
8,0.9,0.4380441254899524,0.43868462339034126,0.43257167414863484,0.43257167414863484
9,1.0,0.44190419974007283,0.4412605951400862,0.43225064852354106,0.43257115636536864
